yvar	xlabel	anova.lm.resid.df	anova.lm.resid.dev	lm.aic	lm.rsq	lm.p.value	anova.gam.resid.df	anova.gam.resid.dev	gam.aic	gam.rsq	gam.p.value	anova.Deviance	anova.Df	anova.Pr(>Chi)	LM<GAM
ERsucc_neg_valence	Antisaccade	187	73.8939595936858	364.865855156586	-0.00377776580510014	0.589296454609486	183.657739720159	71.7019033085893	364.155596347686	0.0128515141424763	0.412877536525414	2.19205628509658	3.34226027984067	0.161077594097073	0
ERsucc_neg_valence	Stroop	187	73.478662370374	363.800645324103	0.00186364414577012	0.24658126608619	186.99999999824	73.4786623702996	363.800645325648	0.0018636441421459	0.246581101974277	7.44080352887977e-11	1.75992909134948e-09	1.98020840838969e-08	0
ERsucc_neg_valence	Stop signal	187	73.9966277538532	365.128269225485	-0.00517241317545114	0.856933987130574	186.016288422195	73.3244418669079	364.561642414111	0.000864744070754542	0.594650961601709	0.672185886945357	0.983711577804826	0.187430357245136	0
ERsucc_neg_valence	Flanker	187	73.6228330197986	364.171114181586	-9.47742847732247e-05	0.322940801649906	182.92019765328	65.9945331293202	349.634275513094	0.0885735629736714	0.00391212382827727	7.62829989047835	4.07980234671953	0.000304744798590212	1
ERsucc_neg_valence	Shape matching	187	73.7642668613009	364.533846120414	-0.00201601583432698	0.431395603318939	186.999999997577	73.7642668607911	364.533846121537	-0.00201601583391198	0.431395521220724	5.09785991198441e-10	2.42278019868536e-09	2.49337119144808e-08	0
ERsucc_neg_valence	Word naming	187	74.0078920155415	365.157037880206	-0.00532542724443719	0.948870216717474	184.288794214558	72.3732738859142	364.752943605487	0.00674178734781439	0.601082788066273	1.63461812962728	2.71120578544236	0.2053512602704	0
ERsucc_neg_valence	Latent trait	187	73.9785828646094	365.082173881951	-0.00492729085816057	0.780045367403985	186.99999999811	73.9785828644423	365.082173883422	-0.00492729086099208	0.780045113787984	1.67091229741345e-10	1.8897026166087e-09	2.05042933332614e-08	0
ERsucc_valence	Antisaccade	187	113.406902941042	445.824227211178	-0.00128273321018568	0.384710272327299	186.999999998702	113.406902940654	445.824227211843	-0.00128273321027317	0.384710107625433	3.8761527321185e-10	1.29810473481484e-09	1.38162562726828e-08	0
ERsucc_valence	Stroop	187	113.390838124288	445.797452249865	-0.00114089507502846	0.376525002414759	186.999999998173	113.390838123818	445.797452250906	-0.0011408950757632	0.376524864928794	4.69910332867585e-10	1.8269759038958e-09	1.92692450420623e-08	0
ERsucc_valence	Stop signal	187	113.851757384709	446.56415586446	-0.0052104048217394	0.873247330167187	186.999999998823	113.85175738433	446.564155864977	-0.00521040482147428	0.873247643233269	3.78619802177127e-10	1.17688614409417e-09	1.25421983686666e-08	0
ERsucc_valence	Flanker	187	112.014451125803	443.48925108154	0.0110113857831726	0.0802562389612162	183.349967911479	104.712244061468	436.157958926498	0.0619149367028512	0.0225213013577825	7.30220706433501	3.6500320885215	0.00901078367234759	1
ERsucc_valence	Shape matching	187	113.258828136744	445.577289644918	2.46364553463385e-05	0.317487557947676	183.890184014499	109.2489954737	443.24750275807	0.0237258832730541	0.228406008927579	4.00983266304397	3.10981598550114	0.0856204734862264	0
ERsucc_valence	Word naming	187	113.867237353119	446.589851692227	-0.00534707926286737	0.992206509629211	186.999204694881	113.867049690093	446.590335608207	-0.00534756048720553	0.997672546137107	0.00018766302576978	0.000795305118771239	0.0032559162223398	0
ERsucc_valence	Latent trait	187	113.839838057647	446.544368108901	-0.00510516769711167	0.832045364128866	186.999999995068	113.83983805495	446.544368109338	-0.00510516768650726	0.832045151017458	2.69696442956047e-09	4.93216134600516e-09	4.77205203347933e-08	0
