yvar	xlabel	anova.lm.resid.df	anova.lm.resid.dev	lm.aic	lm.rsq	lm.p.value	anova.gam.resid.df	anova.gam.resid.dev	gam.aic	gam.rsq	gam.p.value	anova.Deviance	anova.Df	anova.Pr(>Chi)	LM<GAM
ERsucc_neg_hp	Antisaccade	187	84271.4146226709	1695.26840083835	0.0108579242922621	0.0816993521262541	186.886456531765	84217.5713289404	1695.26365625144	0.0111830866677107	0.0933929347115945	53.843293730446	0.113543468234553	0.12447171341321	0
ERsucc_neg_hp	Stroop	187	85491.9357021381	1697.98609530251	-0.00346803379678695	0.554679141540671	185.462395720095	83435.3067098696	1695.38950236732	0.015391644693339	0.245970454129045	2056.6289922685	1.53760427990451	0.0645157515364197	0
ERsucc_neg_hp	Stop signal	187	85651.8638772772	1698.33932380362	-0.00534520279685102	0.983198012754865	186.999999998787	85651.863876925	1698.33932380399	-0.00534520279581585	0.98319860609078	3.52170900441706e-07	1.21315224532736e-09	1.27999804385223e-08	0
ERsucc_neg_hp	Flanker	187	85651.3427393764	1698.33817385359	-0.00533908590149346	0.968310569045482	186.999999999523	85651.3427392868	1698.33817385383	-0.00533908590161469	0.968311085700919	8.9567038230598e-08	4.76859440823318e-10	5.35778798067416e-09	0
ERsucc_neg_hp	Shape matching	187	85372.3513702162	1697.72154098504	-0.00206440369482497	0.434766260298103	186.999999999619	85372.3513701936	1697.72154098541	-0.00206440369569916	0.434766127333099	2.26282281801105e-08	3.81419340556022e-10	4.54721808027813e-09	0
ERsucc_neg_hp	Word naming	187	85090.2407896815	1697.09596152242	0.00124689049026427	0.267920014416049	186.999999999583	85090.2407896165	1697.09596152236	0.00124689049078963	0.267919881327206	6.49451976642013e-08	4.17429646404344e-10	4.75577857231019e-09	0
ERsucc_neg_hp	Latent trait	187	84960.7721337131	1696.80817046154	0.00276653859012121	0.218932949486412	185.424129040393	83018.5349510076	1694.45693211462	0.0202733574162324	0.164556589228807	1942.23718270558	1.57587095960659	0.0761870066040961	0
ERsucc_hp	Antisaccade	187	177640.184961858	1836.20898097282	0.00169613981792915	0.252164039528105	186.921612080727	177563.014645377	1836.20642935807	0.00191747226941841	0.268763063954238	77.170316481468	0.0783879192729273	0.100291970357365	0
ERsucc_hp	Stroop	187	178892.156385288	1837.53634202356	-0.00533970010261209	0.969475309078789	186.005592254874	177186.482173888	1836.91778403739	0.00106171503286689	0.583878099614549	1705.67421139963	0.994407745126352	0.1791777705384	0
ERsucc_hp	Stop signal	187	178448.89142644	1837.06745035435	-0.0028486358223303	0.495688209321817	183.806155500743	173531.581734652	1836.39589322407	0.0126160664420777	0.49160075432731	4917.30969178825	3.19384449925695	0.174768520587399	0
ERsucc_hp	Flanker	187	177244.576483	1835.78760456223	0.00391938379647738	0.188784225389972	186.999999999617	177244.576482951	1835.78760456258	0.00391938379566703	0.188784087522974	4.91272658109665e-08	3.83238329959568e-10	4.56033690677387e-09	0
ERsucc_hp	Shape matching	187	177969.371443894	1836.55889430757	-0.000153825243784933	0.325682949663296	186.999999999662	177969.371443796	1836.55889430782	-0.000153825244164407	0.325682784721337	9.75269358605146e-08	3.38474137606681e-10	3.91230863120403e-09	0
ERsucc_hp	Word naming	187	178893.212214329	1837.53745750623	-0.00534563365986229	0.984786976313284	186.999999999594	178893.212214247	1837.53745750675	-0.00534563366103202	0.984787570835228	8.14325176179409e-08	4.058904323756e-10	4.729203622646e-09	0
ERsucc_hp	Latent trait	187	177821.394385321	1836.40168018979	0.000677777520103784	0.28967678795656	186.999999999728	177821.3943853	1836.40168019002	0.000677777519544565	0.289676649367061	2.03726813197136e-08	2.72450506599853e-10	3.3623701105948e-09	0
